id,label,group,viewport,rating,status,screenshot,url,visibleButtonCount,visibleLinkCount,disabledButtonCount
operations-tasks,Operations / Tasks,Operations Batch 6,mobile-430,9.2,ok,screenshots/mobile-430/operations-tasks.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=tasks&section=tasks,48,0,0
operations-decisions,Operations / Decisions,Operations Batch 6,mobile-430,9.2,ok,screenshots/mobile-430/operations-decisions.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=tasks&section=decisions,48,0,0
operations-contacts-members,Operations / Contacts and Members,Operations Batch 6,mobile-430,9.2,ok,screenshots/mobile-430/operations-contacts-members.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=contacts&section=participants,12,0,0
operations-users,Operations / Users,Operations Batch 6,mobile-430,9.2,ok,screenshots/mobile-430/operations-users.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=users,30,0,1
operations-communications,Operations / Communications,Operations Batch 6,mobile-430,9.2,ok,screenshots/mobile-430/operations-communications.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=communications&section=overview,32,0,0
operations-whatsapp,Operations / WhatsApp,Operations Batch 6,mobile-430,9.2,ok,screenshots/mobile-430/operations-whatsapp.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=communications&section=whatsapp,20,0,0
operations-email,Operations / Email,Operations Batch 6,mobile-430,9.2,ok,screenshots/mobile-430/operations-email.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=communications&section=email,19,0,0
operations-community,Operations / Community,Operations Batch 6,mobile-430,9.2,ok,screenshots/mobile-430/operations-community.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=community&section=overview,20,0,0
operations-content,Operations / Content,Operations Batch 6,mobile-430,9.2,ok,screenshots/mobile-430/operations-content.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=content&section=library,23,0,0
operations-member-library,Operations / Member Library,Operations Batch 6,mobile-430,8.6,ok,screenshots/mobile-430/operations-member-library.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=content&section=one_time_library,40,1,0
operations-classroom,Operations / Classroom,Operations Batch 6,mobile-430,9.2,ok,screenshots/mobile-430/operations-classroom.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=content&section=meetings,15,0,0
operations-live-classes,Operations / Live Classes,Operations Batch 6,mobile-430,8.5,ok,screenshots/mobile-430/operations-live-classes.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=live_classes&section=overview,76,5,0
operations-schedule,Operations / Schedule,Operations Batch 6,mobile-430,9.2,ok,screenshots/mobile-430/operations-schedule.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=service_providers&section=schedule,16,0,1
operations-integrations,Operations / Integrations,Operations Batch 6,mobile-430,9.2,ok,screenshots/mobile-430/operations-integrations.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=integrations&section=readiness,26,0,0
operations-settings,Operations / Settings,Operations Batch 6,mobile-430,9.2,ok,screenshots/mobile-430/operations-settings.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=settings&section=users_access,22,0,0
operations-agents,Operations / Agents,Operations Batch 6,mobile-430,9.2,ok,screenshots/mobile-430/operations-agents.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=agents&section=ready,18,0,0
operations-mobile-nav-open,Operations / Mobile Navigation Drawer Open,Operations Batch 6,mobile-430,8.2,ok,screenshots/mobile-430/operations-mobile-nav-open.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=dashboard&section=overview,31,1,0
one-time-landing,One Time Landing,One Time Public,mobile-390,9.2,ok,screenshots/mobile-390/one-time-landing.jpg,https://bneineviimacademy.org/rabbi,4,8,4
one-time-member-library,One Time Member Library,One Time Public,mobile-390,9.2,ok,screenshots/mobile-390/one-time-member-library.jpg,https://bneineviimacademy.org/member-library,1,0,0
one-time-classroom,One Time Classroom,One Time Public,mobile-390,9.2,ok,screenshots/mobile-390/one-time-classroom.jpg,https://bneineviimacademy.org/one-time-classroom,3,2,0
parent-portal,Parent Portal,Parent Portal,mobile-390,9.2,ok,screenshots/mobile-390/parent-portal.jpg,https://bneineviimacademy.org/parent,9,3,0
student-portal,Student Portal,Student Workspace,mobile-390,9.2,ok,screenshots/mobile-390/student-portal.jpg,https://bneineviimacademy.org/student,8,3,0
provider-portal,Provider Portal,Provider Portal,mobile-390,9.2,ok,screenshots/mobile-390/provider-portal.jpg,https://bneineviimacademy.org/provider,5,3,0
operations-overview,Operations / Overview,Operations Batch 6,mobile-390,9.2,ok,screenshots/mobile-390/operations-overview.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=dashboard&section=overview,17,0,0
operations-tasks,Operations / Tasks,Operations Batch 6,mobile-390,9.2,ok,screenshots/mobile-390/operations-tasks.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=tasks&section=tasks,48,0,0
operations-decisions,Operations / Decisions,Operations Batch 6,mobile-390,9.2,ok,screenshots/mobile-390/operations-decisions.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=tasks&section=decisions,48,0,0
operations-contacts-members,Operations / Contacts and Members,Operations Batch 6,mobile-390,9.2,ok,screenshots/mobile-390/operations-contacts-members.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=contacts&section=participants,12,0,0
operations-users,Operations / Users,Operations Batch 6,mobile-390,9.2,ok,screenshots/mobile-390/operations-users.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=users,30,0,1
operations-communications,Operations / Communications,Operations Batch 6,mobile-390,9.2,ok,screenshots/mobile-390/operations-communications.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=communications&section=overview,32,0,0
operations-whatsapp,Operations / WhatsApp,Operations Batch 6,mobile-390,9.2,ok,screenshots/mobile-390/operations-whatsapp.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=communications&section=whatsapp,20,0,0
operations-email,Operations / Email,Operations Batch 6,mobile-390,9.2,ok,screenshots/mobile-390/operations-email.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=communications&section=email,19,0,0
operations-community,Operations / Community,Operations Batch 6,mobile-390,9.2,ok,screenshots/mobile-390/operations-community.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=community&section=overview,20,0,0
operations-content,Operations / Content,Operations Batch 6,mobile-390,9.2,ok,screenshots/mobile-390/operations-content.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=content&section=library,23,0,0
operations-member-library,Operations / Member Library,Operations Batch 6,mobile-390,8.6,ok,screenshots/mobile-390/operations-member-library.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=content&section=one_time_library,40,1,0
operations-classroom,Operations / Classroom,Operations Batch 6,mobile-390,9.2,ok,screenshots/mobile-390/operations-classroom.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=content&section=meetings,15,0,0
operations-live-classes,Operations / Live Classes,Operations Batch 6,mobile-390,8.5,ok,screenshots/mobile-390/operations-live-classes.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=live_classes&section=overview,76,5,0
operations-schedule,Operations / Schedule,Operations Batch 6,mobile-390,9.2,ok,screenshots/mobile-390/operations-schedule.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=service_providers&section=schedule,16,0,1
operations-integrations,Operations / Integrations,Operations Batch 6,mobile-390,9.2,ok,screenshots/mobile-390/operations-integrations.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=integrations&section=readiness,26,0,0
operations-settings,Operations / Settings,Operations Batch 6,mobile-390,9.2,ok,screenshots/mobile-390/operations-settings.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=settings&section=users_access,22,0,0
operations-agents,Operations / Agents,Operations Batch 6,mobile-390,9.2,ok,screenshots/mobile-390/operations-agents.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=agents&section=ready,18,0,0
operations-mobile-nav-open,Operations / Mobile Navigation Drawer Open,Operations Batch 6,mobile-390,8.2,ok,screenshots/mobile-390/operations-mobile-nav-open.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=dashboard&section=overview,31,1,0
one-time-landing,One Time Landing,One Time Public,mobile-360,8.8,ok,screenshots/mobile-360/one-time-landing.jpg,https://bneineviimacademy.org/rabbi,0,8,0
one-time-member-library,One Time Member Library,One Time Public,mobile-360,9.2,ok,screenshots/mobile-360/one-time-member-library.jpg,https://bneineviimacademy.org/member-library,1,0,0
one-time-classroom,One Time Classroom,One Time Public,mobile-360,9.2,ok,screenshots/mobile-360/one-time-classroom.jpg,https://bneineviimacademy.org/one-time-classroom,3,2,0
parent-portal,Parent Portal,Parent Portal,mobile-360,9.2,ok,screenshots/mobile-360/parent-portal.jpg,https://bneineviimacademy.org/parent,9,3,0
student-portal,Student Portal,Student Workspace,mobile-360,9.2,ok,screenshots/mobile-360/student-portal.jpg,https://bneineviimacademy.org/student,8,3,0
provider-portal,Provider Portal,Provider Portal,mobile-360,9.2,ok,screenshots/mobile-360/provider-portal.jpg,https://bneineviimacademy.org/provider,5,3,0
operations-overview,Operations / Overview,Operations Batch 6,mobile-360,9.2,ok,screenshots/mobile-360/operations-overview.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=dashboard&section=overview,17,0,0
operations-tasks,Operations / Tasks,Operations Batch 6,mobile-360,9.2,ok,screenshots/mobile-360/operations-tasks.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=tasks&section=tasks,48,0,0
operations-decisions,Operations / Decisions,Operations Batch 6,mobile-360,9.2,ok,screenshots/mobile-360/operations-decisions.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=tasks&section=decisions,48,0,0
operations-contacts-members,Operations / Contacts and Members,Operations Batch 6,mobile-360,9.2,ok,screenshots/mobile-360/operations-contacts-members.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=contacts&section=participants,12,0,0
operations-users,Operations / Users,Operations Batch 6,mobile-360,9.2,ok,screenshots/mobile-360/operations-users.jpg,https://bneineviimacademy.org/operations?workspace=platform&view=admin&section=users,30,0,1
operations-communications,Operations / Communications,Operations Batch 6,mobile-360,9.2,ok,screenshots/mobile-360/operations-communications.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=communications&section=overview,32,0,0
operations-whatsapp,Operations / WhatsApp,Operations Batch 6,mobile-360,9.2,ok,screenshots/mobile-360/operations-whatsapp.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=communications&section=whatsapp,20,0,0
operations-email,Operations / Email,Operations Batch 6,mobile-360,9.2,ok,screenshots/mobile-360/operations-email.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=communications&section=email,19,0,0
operations-community,Operations / Community,Operations Batch 6,mobile-360,9.2,ok,screenshots/mobile-360/operations-community.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=community&section=overview,20,0,0
operations-content,Operations / Content,Operations Batch 6,mobile-360,9.2,ok,screenshots/mobile-360/operations-content.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=content&section=library,23,0,0
operations-member-library,Operations / Member Library,Operations Batch 6,mobile-360,8.6,ok,screenshots/mobile-360/operations-member-library.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=content&section=one_time_library,40,1,0
operations-classroom,Operations / Classroom,Operations Batch 6,mobile-360,9.2,ok,screenshots/mobile-360/operations-classroom.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=content&section=meetings,15,0,0
operations-live-classes,Operations / Live Classes,Operations Batch 6,mobile-360,8.5,ok,screenshots/mobile-360/operations-live-classes.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=live_classes&section=overview,76,5,0
operations-schedule,Operations / Schedule,Operations Batch 6,mobile-360,9.2,ok,screenshots/mobile-360/operations-schedule.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=service_providers&section=schedule,16,0,1
operations-integrations,Operations / Integrations,Operations Batch 6,mobile-360,9.2,ok,screenshots/mobile-360/operations-integrations.jpg,https://bneineviimacademy.org/operations?workspace=rabbi_sheller_provider&view=integrations&section=readiness,26,0,0
